Site,Adult.Seedling,Elevation.code,Species,Individual.code,Lat.DD,Long.DD,Collection.date,Collection.day,Elevation,Soil.temp.1,Soil.temp.2,Soil.temp.3,Soil.temp.mean,Soil.temp.SD,Soil.mois.1,Soil.mois.2,Soil.mois.3,Soil.mois.mean,Soil.mois.SD,No.leaves,No.cot,Height.cm,Height.mm,Width.mm,Stem.volume.mm3,Stem.volume.cm3,Stem.thick.per.height,L.time,L.temp,L.light,QPSII,D.time,D.temp,D.light,D.FvFm,Canopy.open.per,LAI.4.ring,SPAD.1,SPAD.2,SPAD.3,SPAD.mean,SPAD.SD,Leaf.thick.1.mm,Leaf.thick.2.mm,Leaf.thick.3.mm,Leaf.thick.mean.mm,Leaf.thick.SD,Leaf.mass.fresh.g,Leaf.mass.FAA.g,Leaf.mass.dry.g,Leaf.area,Comp.Y.N.,Comp.seed.same.sp,Comp.seed.diff.sp,Comp.seed.total,Comp.adult.total,Comp.adult.metric,Comp.adult.log.metric,Height.leaf.ratio
SP2,Seedling,Bottom,AV,335,-13.04683333,-71.54325,08/08/2015,17,1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,10,100,0.944,69.98965777,0.069989658,0.0944,11:13:00,20.9,41,0.743128964,13:36:00,19.7,0,0.656906429,7.35,3.28,30,33.9,34.9,32.93333333,2.589079631,0.325,0.34,0.322,0.329,0.009643651,0.047,0.049,NA,3.743,Y,5,13,18,2,11.1210084,1.046144169,0.5
TU8,Seedling,Top,DL,199,-13.06952778,-71.55544444,01/08/2015,10,1789,16.5,16.9,17,16.8,0.264575,18.5,15.1,18.9,17.5,2.088061302,3,0,42,420,2.786,2560.362136,2.560362136,0.066333333,17:14:00,18.7,0,0.758329189,17:46:00,17.7,0,0.854659585,4.91,3.36,31.1,31.9,29.3,30.76666667,1.331665624,0.15,0.137,0.187,0.158,0.025942244,1.643,1.641,0.59,159.367,Y,1,52,53,2,8.922065634,0.950465414,0.071428571
TU8,Seedling,Top,DL,198,-13.0695,-71.55544444,01/08/2015,10,1789,16.7,16.6,16.9,16.73333333,0.152753,11.8,16.6,18.5,15.63333333,3.453018004,4,0,32,320,2.253,1275.740207,1.275740207,0.07040625,17:20:00,18.5,0,0.794450736,17:48:00,19.3,0,0.785276074,5.46,3.23,34.8,38.8,34.7,36.1,2.338803113,0.138,0.154,0.255,0.182333333,0.063437633,1.148,1.153,0.439,199.221,Y,1,49,50,4,22.68155265,1.355672781,0.125
TU8,Seedling,Top,TG,201,-13.06958333,-71.55544444,01/08/2015,10,1791,17,16.9,17.1,17,0.1,5.8,12.4,7.3,8.5,3.459768778,4,0,30,300,1.739,712.5417238,0.712541724,0.057966667,17:14:00,18.4,0,0.755432781,17:44:00,18.8,0,0.787130716,4.67,3.54,30.9,30.1,29.4,30.13333333,0.75055535,0.097,0.092,0.099,0.096,0.003605551,0.119,0.172,0.03,14.761,Y,1,25,26,2,11.53167186,1.061892276,0.133333333
TU8,Seedling,Top,TG,203,-13.06958333,-71.55530556,01/08/2015,10,1791,15.8,16.3,16.3,16.13333333,0.288675,8.8,6.1,3.8,6.233333333,2.502665246,5,1,22,220,1.469,372.8688933,0.372868893,0.066772727,17:05:00,18.4,0,0.862941947,17:38:00,18.4,0,0.81177977,4.83,3.58,39.2,39.4,42.1,40.23333333,1.619670748,0.192,0.126,0.134,0.150666667,0.036018514,0.099,0.113,0.03,25.108,Y,0,38,38,2,8.863636364,0.947611931,0.227272727
TU8,Seedling,Top,DL,200,-13.06955556,-71.55544444,01/08/2015,10,1791,16.4,16.4,16.3,16.36666667,0.057735,11.2,12.6,12,11.93333333,0.702376917,2,0,47,470,3.279,3968.903802,3.968903802,0.069765957,17:23:00,18.2,0,0.830230496,17:41:00,18.6,0,0.847815415,4.74,3.46,34.8,36.4,33.6,34.93333333,1.404753834,0.165,0.307,0.285,0.252333333,0.076428616,1.124,1.425,0.374,33.337,Y,2,30,32,3,10.35210845,1.015028813,0.042553191
TU8,Seedling,Top,TG,204,-13.06961111,-71.55530556,01/08/2015,10,1791,17,17.2,17.6,17.26666667,0.305505,5,7.2,4.2,5.466666667,1.553490693,3,1,19,190,1.481,327.3057232,0.327305723,0.077947368,17:03:00,18.6,0,0.780572755,17:37:00,18.8,0,0.782135922,4.08,4.47,36.7,39.3,35.6,37.2,1.9,0.121,0.128,0.123,0.124,0.003605551,0.14,0.117,0.042,36.282,Y,1,49,50,2,6.061264822,0.782563259,0.157894737
TU8,Seedling,Top,TG,202,-13.06955556,-71.55541667,01/08/2015,10,1792,16.8,16.8,16.9,16.83333333,0.057735,17.7,6.3,11.8,11.93333333,5.701169471,3,1,20,200,1.336,280.3708081,0.280370808,0.0668,17:14:00,18.6,0,0.842701525,17:46:00,19.2,0,0.825168919,4.91,3.36,40.6,45,44.9,43.5,2.511971337,0.127,0.142,0.194,0.154333333,0.035161532,0.073,0.093,NA,19.388,Y,1,13,14,3,13.80802965,1.140131711,0.15
TU8,Seedling,Top,TG,205,-13.06961111,-71.55536111,01/08/2015,10,1792,17.2,17.8,17.9,17.63333333,0.378594,6.7,8.1,5.8,6.866666667,1.159022577,4,1,19,190,1.483,328.1903329,0.328190333,0.078052632,17:02:00,18.6,0,0.775263363,17:40:00,18.9,0,0.775098814,5.26,3.56,33.7,37.6,37.3,36.2,2.170253441,0.122,0.127,0.124,0.124333333,0.002516611,0.175,0.223,0.052,12.286,Y,1,59,60,2,6.28543578,0.798335393,0.210526316
TU8,Seedling,Top,TG,206,-13.06963889,-71.55536111,01/08/2015,10,1794,16.8,16.8,16.8,16.8,0,4.9,4.4,4.6,4.633333333,0.251661148,3,1,26,260,1.209,298.4804089,0.298480409,0.0465,16:58:00,19,0,0.79341534,17:40:00,18.7,0,0.832905983,4.14,3.72,33.5,37.6,41.6,37.56666667,4.050102879,0.143,0.144,0.135,0.140666667,0.004932883,0.067,0.096,0.029,19.571,N,NA,NA,NA,NA,NA,NA,0.115384615
SP2,Seedling,Bottom,AV,326,-13.04583333,-71.54433333,08/08/2015,17,1794,18.9,18.2,17.9,18.33333333,0.51316,29.2,55.7,55.3,46.73333333,15.18562917,6,0,6,60,0.933,41.02082771,0.041020828,0.1555,12:46:00,19.5,11,0.757201646,13:07:00,19.7,0,0.840948276,7.56,3.54,33.3,27.7,26.8,29.26666667,3.521836642,0.348,0.375,0.381,0.368,0.017578396,NA,0.062,NA,1.486,N,NA,NA,NA,NA,NA,NA,1
SP2,Seedling,Bottom,AV,327,-13.04583333,-71.54433333,08/08/2015,17,1794,18.9,18.2,17.9,18.33333333,0.51316,29.2,55.7,55.3,46.73333333,15.18562917,6,0,6,60,1.01,48.07107999,0.04807108,0.168333333,12:47:00,20.2,13,0.748031496,13:09:00,19.8,0,0.78909465,7.56,3.54,36.5,34.9,37.3,36.23333333,1.222020185,0.47,0.464,0.47,0.468,0.003464102,0.166,0.192,NA,10.857,N,NA,NA,NA,NA,NA,NA,1
SP2,Seedling,Bottom,AV,328,-13.04583333,-71.54433333,08/08/2015,17,1794,18.9,18.2,17.9,18.33333333,0.51316,29.2,55.7,55.3,46.73333333,15.18562917,4,0,4,40,0.684,14.69812973,0.01469813,0.171,12:48:00,19.7,6,0.728381375,13:10:00,19.7,0,0.757525999,7.56,3.54,21,19.8,22.5,21.1,1.352774926,0.293,0.314,0.289,0.298666667,0.013428825,NA,0.02,NA,0.892,Y,4,44,48,2,8.711351351,0.94008553,1
SP2,Seedling,Bottom,AV,329,-13.04583333,-71.54433333,08/08/2015,17,1794,18.9,18.2,17.9,18.33333333,0.51316,29.2,55.7,55.3,46.73333333,15.18562917,5,0,5,50,1.064,44.45730596,0.044457306,0.2128,12:48:00,20,10,0.764734774,13:10:00,21.1,0,0.770206767,7.56,3.54,42.2,27.9,42,37.36666667,8.198983677,0.352,0.338,0.378,0.356,0.020297783,0.058,NA,NA,2.572,N,NA,NA,NA,NA,NA,NA,1
SP2,Seedling,Bottom,AV,337,-13.04622222,-71.54397222,08/08/2015,17,1795,18.2,18.7,18.2,18.36666667,0.288675,83.8,38.9,29.6,50.76666667,28.98315603,10,0,22,220,1.441,358.79016,0.35879016,0.0655,11:59:00,21,5,0.777352298,13:20:00,19.5,0,0.709090909,6.79,3.43,39.5,31.2,30,33.56666667,5.173329038,0.36,0.339,0.348,0.349,0.010535654,0.114,0.147,NA,8.82,Y,1,20,21,4,25.98689876,1.414754455,0.454545455
TU8,Seedling,Top,TG,207,-13.06966667,-71.55536111,01/08/2015,10,1796,15.5,15.4,15.4,15.43333333,0.057735,4.6,3.5,3,3.7,0.818535277,4,0,25,250,1.679,553.517406,0.553517406,0.06716,16:53:00,18.8,0,0.788595811,17:40:00,18.8,0,0.814676617,4.08,4.47,36.6,37.7,40.6,38.3,2.066397832,0.136,0.119,0.121,0.125333333,0.009291573,0.084,0.107,0.027,22.899,Y,1,16,17,3,19.20236687,1.283354763,0.16
TU8,Seedling,Bottom,HG,250,-13.06963889,-71.55922222,02/08/2015,11,1805,19.5,19.3,19.3,19.36666667,0.11547,7.7,37.9,17.6,21.06666667,15.39556213,8,1,38,380,2.091,1304.912958,1.304912958,0.055026316,11:14:00,21.4,27,0.76417004,11:33:00,22.7,0,0.800757217,5.02,3.37,31.2,32.3,33.2,32.23333333,1.00166528,0.297,0.241,0.282,0.273333333,0.028988503,0.122,0.113,NA,14.01,Y,7,43,50,3,11.81109261,1.072290075,0.210526316
TU8,Seedling,Bottom,HG,249,-13.06963889,-71.55922222,02/08/2015,11,1805,22.1,18.2,19.9,20.06666667,1.955334583,1.3,15.5,10.7,9.166666667,7.223111056,7,0,11,110,1.736,260.3646434,0.260364643,0.157818182,11:12:00,23.1,32,0.645657187,11:32:00,22.5,0,0.745614035,7.26,2.86,18.6,20.5,18.4,19.16666667,1.159022577,0.188,0.193,0.196,0.192333333,0.004041452,0.039,NA,NA,2.245,N,NA,NA,NA,NA,NA,NA,0.636363636
TU8,Seedling,Top,DL,192,-13.06991667,-71.55547222,01/08/2015,10,1811,15.6,15.8,15.5,15.63333333,0.152753,5.2,4,4.6,4.6,0.6,3,0,81,810,4.317,11856.02203,11.85602203,0.053296296,10:48:00,20,48,0.71914043,16:24:00,19.3,0,0.819349315,5.11,3.68,45.1,42.3,43,43.46666667,1.4571662,0.232,0.226,0.385,0.281,0.090116591,1.808,2.215,0.658,111.626,Y,0,29,29,4,17.99673203,1.25519365,0.037037037
TU8,Seedling,Top,DL,191,-13.06991667,-71.55547222,01/08/2015,10,1812,15.8,15.9,16.2,15.96666667,0.208167,13.4,11.5,5,9.966666667,4.40492149,2,0,37,370,2.229,1443.815641,1.443815641,0.060243243,10:46:00,19.5,8,0.735344095,16:20:00,19.4,0,0.774770642,5.11,3.68,28,37.5,33.4,32.96666667,4.7648015,0.2525,0.155,0.312,0.239833333,0.079262749,1.164,1.168,0.416,271.246,Y,3,40,43,4,20.46788445,1.311072957,0.054054054
TU8,Seedling,Top,DL,185,-13.06991667,-71.55561111,01/08/2015,10,1813,16,16.5,16.3,16.26666667,0.251661,5.5,3.4,4.6,4.5,1.053565375,4,0,63,630,2.295,2606.12841,2.60612841,0.036428571,08:55:00,18,13,0.539162113,10:29:00,20,0,0.777475728,5.78,3.66,33.6,37.1,40.7,37.13333333,3.550117369,0.154,0.223,0.131,0.169333333,0.047878318,0.814,0.873,0.316,172.335,Y,3,31,34,4,18.55818883,1.268535589,0.063492063
TU8,Seedling,Top,DL,193,-13.06986111,-71.55541667,01/08/2015,10,1813,16.5,16.8,16.3,16.53333333,0.251661,11.8,19.9,11.7,14.46666667,4.705670338,3,0,37,370,2.621,1996.299267,1.996299267,0.070837838,10:51:00,19.4,3,0.765853659,16:34:00,19.3,0,0.794913864,3.34,4.11,25,23.6,23.6,24.06666667,0.808290377,0.142,0.129,0.268,0.179666667,0.076774562,0.792,0.928,0.24,68.489,Y,0,42,42,4,17.66763693,1.247178466,0.081081081
TU8,Seedling,Top,DL,186,-13.06991667,-71.55558333,01/08/2015,10,1814,15.9,16.1,16.1,16.03333333,0.11547,14.1,9.8,3.2,9.033333333,5.490294467,1,0,55,550,3.251,4565.480686,4.565480686,0.059109091,08:58:00,18.1,11,0.52006689,10:33:00,22,0,0.709663121,5.11,3.68,28.5,38.5,29.4,32.13333333,5.532027958,0.15,0.159,0.263,0.190666667,0.062803928,1.561,1.368,0.606,9.757,Y,3,47,50,4,16.33618768,1.213150714,0.018181818
TU8,Seedling,Top,TG,187,-13.06991667,-71.55558333,01/08/2015,10,1814,15.8,16.3,16.4,16.16666667,0.321455,3.6,5.6,5.1,4.766666667,1.040833,3,1,17,170,1.08,155.735031,0.155735031,0.063529412,09:02:00,18.3,7,0.770477816,10:36:00,20,0,0.773200166,5.11,3.68,28.4,29.8,32.6,30.26666667,2.138535324,0.108,0.145,0.147,0.133333333,0.021962089,0.066,0.046,0.024,143.578,Y,0,50,50,4,16.33618768,1.213150714,0.176470588
TU8,Seedling,Top,DL,188,-13.06991667,-71.55558333,01/08/2015,10,1814,15.3,15.5,15.9,15.56666667,0.305505,3.5,3.4,2,2.966666667,0.838649708,2,0,35,350,2.329,1491.066122,1.491066122,0.066542857,09:03:00,18.9,2,0.474074074,10:39:00,20.5,0,0.747083177,5.11,3.68,33.4,42.4,32.2,36,5.574943946,0.234,0.311,0.234,0.259666667,0.044455971,1.3,1.194,0.571,112.026,N,NA,NA,NA,NA,NA,NA,0.057142857
TU8,Seedling,Top,DL,189,-13.06991667,-71.55555556,01/08/2015,10,1815,14.9,15.3,15.4,15.2,0.264575,5.8,6.2,4.6,5.533333333,0.8326664,2,0,48,480,1.838,1273.567984,1.273567984,0.038291667,09:05:00,18.6,4,0.751915709,10:42:00,20,0,0.772975432,5.11,3.68,32.4,30.2,29.1,30.56666667,1.680277755,0.292,0.391,0.293,0.325333333,0.0568712,0.824,0.99,0.332,232.593,N,NA,NA,NA,NA,NA,NA,0.041666667
TU8,Seedling,Top,DL,190,-13.06991667,-71.55555556,01/08/2015,10,1815,15.9,15.9,15.8,15.86666667,0.057735,4.5,8.4,8.4,7.1,2.25166605,4,0,69,690,3.192,5521.5974,5.5215974,0.04626087,10:45:00,19.7,8,0.608221477,16:13:00,19.5,0,0.798275036,5.11,3.68,46.4,35.9,39.9,40.73333333,5.299371032,0.362,0.381,0.417,0.386666667,0.027934447,1.649,2,0.704,134.81,Y,2,43,45,3,20.80383795,1.318143462,0.057971014
TU8,Seedling,Top,DL,195,-13.06986111,-71.55541667,01/08/2015,10,1816,16.4,16.5,16.7,16.53333333,0.152753,8.5,18.7,16,14.4,5.284884105,3,0,39,390,2.137,1398.825474,1.398825474,0.054794872,10:55:00,19.6,20,0.748287671,16:37:00,19.1,0,0.826552463,4.69,3.68,35.9,34.4,40,36.76666667,2.898850347,0.15,0.256,0.135,0.180333333,0.065957057,0.354,0.394,0.106,155.74,N,NA,NA,NA,NA,NA,NA,0.076923077
TU8,Seedling,Top,DL,194,-13.06986111,-71.55541667,01/08/2015,10,1816,16.3,16.3,16.3,16.3,0,5.7,12.9,9.1,9.233333333,3.601851376,3,0,22,220,2.077,745.393421,0.745393421,0.094409091,10:54:00,19.2,12,0.766903915,16:35:00,19.7,0,0.781538462,3.5,4,34.9,40.6,32.7,36.06666667,4.077172223,0.135,0.265,0.2,0.2,0.065,0.501,449,0.17,56.498,N,NA,NA,NA,NA,NA,NA,0.136363636
TU8,Seedling,Bottom,HG,237,-13.07044444,-71.55569444,02/08/2015,11,1817,17.1,17.3,18.2,17.53333333,0.585947,10.4,8.5,8,8.966666667,1.266227994,9,1,36,360,4.51,5751.027786,5.751027786,0.125277778,08:38:00,19.3,6,0.77493188,10:27:00,22.5,0,0.72934191,6.06,3.42,36.6,37.1,40.2,37.96666667,1.950213664,0.247,0.22,0.219,0.228666667,0.015885003,0.395,0.478,NA,39.822,Y,2,56,58,3,20.79739346,1.318008908,0.25
TU8,Seedling,Top,DL,196,-13.06983333,-71.55541667,01/08/2015,10,1817,16.1,16.1,15.8,16,0.173205,5.4,10.3,17.6,11.1,6.139218191,2,0,42,420,3.227,3435.081951,3.435081951,0.076833333,10:56:00,19.5,9,0.781141869,16:41:00,19.5,0,0.883902077,4.69,3.68,37.1,33.4,41.7,37.4,4.158124577,0.137,0.233,0.27,0.213333333,0.068646437,1.091,1.077,0.358,67.215,Y,6,39,45,3,21.62656416,1.334987528,0.047619048
TU8,Seedling,Bottom,HG,251,-13.07033333,-71.55616667,02/08/2015,11,1818,18.3,18.1,17.8,18.06666667,0.251661,12.1,29.7,14.2,18.66666667,9.612665256,8,0,26,260,2.332,1110.504497,1.110504497,0.089692308,11:56:00,22.4,45,0.71629902,14:41:00,21.4,0,0.682269504,6.03,3.46,17.2,16.9,19.6,17.9,1.479864859,0.222,0.224,0.208,0.218,0.008717798,0.15,0.154,0.027,17.931,Y,1,23,24,3,12.38307604,1.09282854,0.307692308
TU8,Seedling,Top,DL,197,-13.06986111,-71.55541667,01/08/2015,10,1818,15.8,16.1,16.2,16.03333333,0.208167,22.8,20.8,14.3,19.3,4.444097209,3,0,35,350,2.113,1227.31748,1.22731748,0.060371429,10:53:00,19.6,1,0.784425869,16:42:00,19,0,0.820675944,3.5,4,31.1,33.7,37.5,34.1,3.218695388,0.238,0.171,0.183,0.197333333,0.035725808,0.428,0.429,0.161,192.062,N,NA,NA,NA,NA,NA,NA,0.085714286
TU8,Seedling,Bottom,CR,243,-13.06988889,-71.5555,03/08/2015,12,1820,17.2,17.7,17.9,17.6,0.360555,7.6,13.2,6.9,9.233333333,3.453018004,7,1,25,250,1.659,540.4091106,0.540409111,0.06636,09:31:00,21.5,53,0.606508876,10:44:00,24,0,0.715028601,7.34,3.55,26.3,26.7,26.7,26.56666667,0.230940108,0.167,0.147,0.137,0.150333333,0.015275252,0.072,0.062,NA,15.557,Y,0,26,26,4,17.07933427,1.232470938,0.28
TU8,Seedling,Bottom,HG,244,-13.06988889,-71.55519444,02/08/2015,11,1820,17.5,17.6,18.3,17.8,0.43589,10.4,11.4,8.6,10.13333333,1.418919777,10,0,14,140,1.299,185.5394305,0.185539431,0.092785714,09:30:00,20.4,44,0.723809524,10:43:00,25.2,0,0.754598003,7.34,3.55,24.2,12.4,23.1,19.9,6.518435395,0.088,0.094,0.081,0.087666667,0.006506407,0.064,NA,NA,7.004,N,NA,NA,NA,NA,NA,NA,0.714285714
TU8,Seedling,Bottom,HG,246,-13.06988889,-71.55519444,02/08/2015,11,1820,19.1,18.6,18.3,18.66666667,0.404145,13.9,6.3,21.8,14,7.750483856,10,0,19,190,2.382,846.6950029,0.846695003,0.125368421,09:28:00,20.4,31,0.61574508,10:47:00,24.9,0,0.636207881,7.98,2.82,16.1,26.3,24.4,22.26666667,5.424327915,0.204,0.203,0.208,0.205,0.002645751,0.068,0.078,NA,8.778,N,NA,NA,NA,NA,NA,NA,0.526315789
TU8,Seedling,Bottom,HG,247,-13.06988889,-71.55519444,02/08/2015,11,1820,18,17.9,17.3,17.73333333,0.378594,23.6,17.3,17.3,19.4,3.637306696,5,0,16,160,2.15,580.8804816,0.580880482,0.134375,09:26:00,20.5,11,0.766543145,10:48:00,23.3,0,0.737272727,7.98,2.82,19.2,19,18.5,18.9,0.360555128,0.189,0.178,0.185,0.184,0.005567764,NA,0.123,NA,7.175,N,NA,NA,NA,NA,NA,NA,0.3125
TU8,Seedling,Bottom,HG,245,-13.06988889,-71.55519444,02/08/2015,11,1820,18.9,18.5,19,18.8,0.264575,9.6,17.9,12.2,13.23333333,4.245389656,10,0,35,350,8.061,17862.23374,17.86223374,0.230314286,09:29:00,20.4,25,0.708554572,10:46:00,23.7,0,0.6981402,7.98,2.82,31.9,36.4,35.8,34.7,2.443358345,0.277,0.266,0.285,0.276,0.009539392,0.469,0.48,0.12,48.605,Y,5,23,28,4,15.16408122,1.180816102,0.285714286
TU8,Seedling,Bottom,HG,242,-13.06977778,-71.55547222,02/08/2015,11,1822,18.2,18.1,17.7,18,0.264575,17.3,5.2,4.1,8.866666667,7.32416093,11,0,41,410,3.359,3633.237146,3.633237146,0.081926829,09:58:00,20.8,19,0.783549784,10:52:00,22.6,0,0.791520979,5.62,3.38,34.2,35.5,34.3,34.66666667,0.723417814,0.258,0.262,0.216,0.245333333,0.02548202,0.368,0.337,NA,36.889,Y,4,26,30,4,22.34087312,1.349100142,0.268292683
TU8,Seedling,Bottom,SP,218,-13.07036111,-71.55586111,01/08/2015,10,1823,15.9,16.2,16,16.03333333,0.152753,11.6,20.9,28,20.16666667,8.224556726,9,1,27,270,4.4,4105.43328,4.10543328,0.162962963,08:57:00,17.7,210,0.783462532,10:19:00,23.3,0,0.797857476,6.9,3.75,36,33.8,34.5,34.76666667,1.12398102,0.254,0.229,0.261,0.248,0.016822604,0.267,0.235,0.074,89.799,Y,1,53,54,4,13.65421754,1.135266818,0.333333333
TU8,Seedling,Bottom,CR,239,-13.06997222,-71.55566667,03/08/2015,12,1827,16.9,17.1,17.2,17.06666667,0.152753,10.7,14.1,11.3,12.03333333,1.814754345,4,1,17,170,1.098,160.9694585,0.160969459,0.064588235,08:53:00,18.9,5,0.709966405,10:33:00,22.2,0,0.603583916,7.07,3.51,23.3,23.3,22.1,22.9,0.692820323,0.087,0.148,0.122,0.119,0.030610456,NA,0.031,NA,5.126,Y,0,37,37,3,12.20593539,1.086571067,0.235294118
TU8,Seedling,Bottom,CR,238,-13.06997222,-71.55566667,03/08/2015,12,1827,17,16.9,17,16.96666667,0.057735,15.3,13.9,11.3,13.5,2.029778313,5,0,11,110,1.312,148.7134458,0.148713446,0.119272727,08:54:00,18.7,8,0.749656751,10:31:00,22.2,0,0.766400709,7.07,3.51,NA,30.2,29.3,29.75,0.636396103,0.076,0.097,0.081,0.084666667,0.010969655,NA,0.017,NA,3.204,Y,1,27,28,4,14.97290151,1.175305968,0.454545455
TU8,Seedling,Bottom,HG,248,-13.06980556,-71.55519444,02/08/2015,11,1831,18.8,18.3,NA,18.55,0.353553,30.4,26.6,10.3,22.43333333,10.67817088,10,0,40,400,3.156,3129.13184,3.12913184,0.0789,10:58:00,22.7,17,0.759289176,11:30:00,22.1,0,0.638461538,8.45,3.33,31.8,35.6,37,34.8,2.690724809,0.231,0.264,0.259,0.251333333,0.017785762,0.321,0.282,NA,28.014,Y,0,48,48,5,18.61442863,1.26984971,0.25
TU8,Seedling,Bottom,HG,240,-13.06991667,-71.5555,02/08/2015,11,1832,18.4,18,18.2,18.2,0.2,12.4,8.1,9.6,10.03333333,2.182506205,7,0,18,180,0.864,105.5333857,0.105533386,0.048,09:09:00,20.3,33,0.759666865,10:37:00,26.5,0,0.758023434,6.5,3.39,24.8,23.9,24.7,24.46666667,0.493288286,0.204,0.212,0.239,0.218333333,0.018339393,0.009,NA,NA,4.84,Y,0,28,28,5,21.11436921,1.324578111,0.388888889
TU8,Seedling,Bottom,HG,241,-13.06991667,-71.5555,02/08/2015,11,1832,16.3,17.1,17.5,16.96666667,0.61101,9.7,3.6,5.6,6.3,3.109662361,29,2,25,250,2.805,1544.883096,1.544883096,0.1122,09:11:00,21.8,39,0.572187777,10:39:00,23,0,0.638695885,6.9,3.1,16.4,24.9,23.5,21.6,4.557411546,0.219,0.242,0.209,0.223333333,0.016921387,0.072,0.118,NA,9.124,N,NA,NA,NA,NA,NA,NA,1.16
TU8,Seedling,Bottom,SP,216,-13.07016667,-71.55552778,01/08/2015,10,1834,16.8,17.2,17,17,0.2,15.5,19.6,9.8,14.96666667,4.921720566,6,0,16,160,3.008,1137.013256,1.137013256,0.188,08:42:00,17.3,15,0.761792453,09:51:00,20.9,0,0.777003484,5.32,3.6,22.1,22.1,22.4,22.2,0.173205081,0.184,0.196,0.193,0.191,0.006244998,0.057,0.067,0.009,23.159,Y,2,72,74,3,11.7586596,1.070357818,0.375
TU8,Seedling,Top,TG,183,-13.07011111,-71.55566667,01/08/2015,10,1834,16.6,16.8,16.8,16.73333333,0.11547,5.6,7.2,12.1,8.3,3.386738844,4,1,20,200,1.87,549.2917675,0.549291768,0.0935,08:51:00,17.5,25,0.636995828,10:20:00,19.7,0,0.778440732,7.45,3.62,28,29.8,30,29.26666667,1.101514109,0.156,0.166,0.135,0.152333333,0.015821926,0.085,0.071,0.033,17.168,N,NA,NA,NA,NA,NA,NA,0.2
TU8,Seedling,Top,TG,182,-13.07016667,-71.55577778,01/08/2015,10,1836,17.2,17.6,17.6,17.46666667,0.23094,7.9,10.7,8.9,9.166666667,1.418919777,4,0,21,210,1.234,251.1536508,0.251153651,0.058761905,08:49:00,17.8,9,-2.115830116,10:16:00,20.1,0,0.706788991,6.08,3.47,25.9,26.4,26.3,26.2,0.264575131,0.135,0.14,0.123,0.132666667,0.008736895,0.036,0.041,0.008,13.455,N,NA,NA,NA,NA,NA,NA,0.19047619
TU8,Seedling,Top,TG,209,-13.06986111,-71.5555,01/08/2015,10,1838,16,16.2,16.5,16.23333333,0.251661,8.5,10.2,6.4,8.366666667,1.903505538,3,0,25,250,1.549,471.1212847,0.471121285,0.06196,08:57:00,18.3,10,0.752273943,10:27:00,19.8,0,0.767685988,3.98,4.13,19.8,19.1,18.2,19.03333333,0.802080628,0.14,0.184,0.155,0.159666667,0.022368132,0.062,0.076,0.02,19.018,Y,2,31,33,4,18.09922692,1.257660025,0.12
TU8,Seedling,Top,TG,184,-13.07013889,-71.55561111,01/08/2015,10,1838,17.1,17.3,17.3,17.23333333,0.11547,13.3,16.1,5.9,11.76666667,5.270041113,5,1,19,190,2.561,978.7294113,0.978729411,0.134789474,08:52:00,17.6,18,0.759360374,10:23:00,19.7,0,0.784180791,6.6,3.16,38.2,42.3,37.5,39.33333333,2.59293913,0.108,0.111,0.109,0.109333333,0.001527525,0.118,0.09,NA,102.831,Y,0,72,72,4,23.63494505,1.373554597,0.263157895
